country,city,Year,pm25,latitude,longitude,population,wbinc16_text,Region,conc_pm25,color_pm25
Canada,Notre-Dame-Du-Rosaire,2013,5,46.84896851,-70.45378113,384,High income,Americas (HIC),<10,green
Canada,Thomson,2013,4,55.74718857,-97.87352753,40923,High income,Americas (HIC),<10,green
Canada,Trois-Rivieres,2013,11,46.3522377,-72.5401001,151773,High income,Americas (HIC),10-<15,yellow
Canada,Vancouver,2013,7,49.26166916,-123.1633301,603502,High income,Americas (HIC),<10,green
Canada,Abbotsford,2015,6.6,49.032067,-122.3181715,170191,High income,Americas (HIC),<10,green
Canada,Agassiz,2015,6.3,49.238008,-121.762264,15213.5,High income,Americas (HIC),<10,green
Canada,Anzac,2015,6,56.44895,-111.037989,15213.5,High income,Americas (HIC),<10,green
Canada,Auclair,2015,4,47.73333,-68.70722,444,High income,Americas (HIC),<10,green
Canada,Aylesford,2015,5.6,45.07267,-64.84033,892,High income,Americas (HIC),<10,green
Canada,Barrie,2015,7.6,44.38236,-79.7023,187013,High income,Americas (HIC),<10,green
Canada,Bathurst,2015,6.3,47.609693,-65.633509,33484,High income,Americas (HIC),<10,green
Canada,Beaverlodge,2015,4.9,55.19634,-119.39682,2365,High income,Americas (HIC),<10,green
Canada,Belleville,2015,6.5,44.15053,-77.3955,49454,High income,Americas (HIC),<10,green
Canada,Brampton,2015,8.4,43.66991,-79.76659,5583064,High income,Americas (HIC),<10,green
Canada,Brandon,2015,7.3,49.83918,-99.9206,53229,High income,Americas (HIC),<10,green
Canada,Brantford,2015,8.8,43.13861,-80.29264,135501,High income,Americas (HIC),<10,green
Canada,Bruderheim,2015,7.2,53.7999878,-112.92781,1155,High income,Americas (HIC),<10,green
Canada,Burlington,2015,9.4,43.31511,-79.802639,721053,High income,Americas (HIC),<10,green
Canada,Burnaby,2015,6.8,49.247202,-122.9781865,223218,High income,Americas (HIC),<10,green
Canada,Burns Lake,2015,7.1,54.230731,-125.764354,1779,High income,Americas (HIC),<10,green
Canada,Calgary,2015,8.05,51.017172,-114.055785,1337106,High income,Americas (HIC),<10,green
Canada,Campbell River,2015,8.6,50.018425,-125.24844,32588,High income,Americas (HIC),<10,green
Canada,Caroline,2015,5.2,51.94687,-114.69744,501,High income,Americas (HIC),<10,green
Canada,Castlegar,2015,9.163364396,49.317698,-117.661527,7816,High income,Americas (HIC),<10,green
Canada,Charette,2015,7.2,46.44159722,-72.89235556,993,High income,Americas (HIC),<10,green
Canada,Charlottetown,2015,4.3,46.233,-63.13667,44739,High income,Americas (HIC),<10,green
Canada,Chatham,2015,8,42.40369,-82.20831,104075,High income,Americas (HIC),<10,green
Canada,Chilliwack,2015,6.6,49.155848,-121.940279,92308,High income,Americas (HIC),<10,green
Canada,Cold Lake,2015,9.4,54.41401389,-110.2329389,13839,High income,Americas (HIC),<10,green
Canada,Corner Brook,2015,5.5,48.95224,-57.92207,27202,High income,Americas (HIC),<10,green
Canada,Cornwall,2015,6.9,45.01797,-74.7352,58957,High income,Americas (HIC),<10,green
Canada,Courtenay,2015,8.6,49.682603,-124.996222,24099,High income,Americas (HIC),<10,green
Canada,Crofton,2015,7.75,48.862089,-123.64548,1373,High income,Americas (HIC),<10,green
Canada,Debolt,2015,4.9,55.402658,-118.280945,15213.5,High income,Americas (HIC),<10,green
Canada,Delta,2015,5.6,49.0841125,-122.9918635,99863,High income,Americas (HIC),<10,green
Canada,Deschambault,2015,6.2,46.68236111,-71.96591944,2131,High income,Americas (HIC),<10,green
Canada,Dorset,2015,5.6,45.224278,-78.932944,3284,High income,Americas (HIC),<10,green
Canada,Drayton Valley,2015,7.1,53.220024,-114.984207,7235,High income,Americas (HIC),<10,green
Canada,Duncan,2015,7.6,48.784854,-123.715846,43252,High income,Americas (HIC),<10,green
Canada,Edmonton,2015,8.8,53.53636033,-113.5291597,1272069,High income,Americas (HIC),<10,green
Canada,Edson,2015,4,53.593771,-116.395822,8414,High income,Americas (HIC),<10,green
Canada,Elk Island,2015,5.8,53.68238,-112.86812,0,High income,Americas (HIC),<10,green
Canada,Ferme Neuve,2015,6.2,46.76861,-75.43194,2822,High income,Americas (HIC),<10,green
Canada,Flin Flon,2015,8.068158407,54.76852,-101.87747,5363,High income,Americas (HIC),<10,green
Canada,Fort Chipewyan,2015,9.2,58.70879,-111.17683,15213.5,High income,Americas (HIC),<10,green
Canada,Fort Mackay,2015,7.9,57.169305,-111.64145,562,High income,Americas (HIC),<10,green
Canada,Fort Mcmurray,2015,8.5,56.7424,-111.433545,61374,High income,Americas (HIC),<10,green
Canada,Fort Saskatchewan,2015,7.1,53.69874,-113.22285,19051,High income,Americas (HIC),<10,green
Canada,Fort Smith,2015,7.2,60.00455,-111.893241,2542,High income,Americas (HIC),<10,green
Canada,Fredericton,2015,5.8,45.957318,-66.646719,94268,High income,Americas (HIC),<10,green
Canada,Gatineau,2015,6.3,45.435987,-75.723429,314501,High income,Americas (HIC),<10,green
Canada,Genesee,2015,3.9,53.3016,-114.2211,15213.5,High income,Americas (HIC),<10,green
Canada,Golden,2015,9.7,51.29749722,-116.9668528,3708,High income,Americas (HIC),<10,green
Canada,Grand Bend,2015,7.8,42.33308,-81.7429,10256,High income,Americas (HIC),<10,green
Canada,Grand Falls - Windsor,2015,4.7,48.92696,-55.65966,13725,High income,Americas (HIC),<10,green
Canada,Grand Forks,2015,7.2,49.031168,-118.439088,4049,High income,Americas (HIC),<10,green
Canada,Grande Prairie,2015,5.2,55.1469,-118.78625,55032,High income,Americas (HIC),<10,green
Canada,Guelph,2015,8.4,43.55161,-80.26415556,141097,High income,Americas (HIC),<10,green
Canada,Halifax,2015,4.3,44.64711,-63.57366,404748,High income,Americas (HIC),<10,green
Canada,Hamilton,2015,9.733333333,43.24821333,-79.8774,744000,High income,Americas (HIC),<10,green
Canada,Hinton,2015,9.3,53.427301,-117.544067,9882,High income,Americas (HIC),<10,green
Canada,Hope,2015,6.3,49.369887,-121.49912,5969,High income,Americas (HIC),<10,green
Canada,Houston,2015,9.7,54.398594,-126.646833,3147,High income,Americas (HIC),<10,green
Canada,Inuvik,2015,4.6,68.35702037,-133.7140565,3243,High income,Americas (HIC),<10,green
Canada,Kamloops,2015,8.5,50.67477,-120.334016,98754,High income,Americas (HIC),<10,green
Canada,Kelowna,2015,8.8,49.862336,-119.477367,127380,High income,Americas (HIC),<10,green
Canada,Kingston,2015,6.3,44.21987,-76.52113,159561,High income,Americas (HIC),<10,green
Canada,Kitchener,2015,8.8,43.44383,-80.50381,498909,High income,Americas (HIC),<10,green
Canada,Kitimat,2015,5.566666667,54.03134233,-128.6537783,8131,High income,Americas (HIC),<10,green
Canada,L'assomption,2015,8.8,45.80942,-73.43473,125983,High income,Americas (HIC),<10,green
Canada,La Dore,2015,5,48.80972,-72.73889,1453,High income,Americas (HIC),<10,green
Canada,La Patrie,2015,4.6,45.37333,-71.250167,749,High income,Americas (HIC),<10,green
Canada,La Peche,2015,5.8,45.622378,-76.018046,7619,High income,Americas (HIC),<10,green
Canada,Lac-Edouard,2015,5.1,47.64722,-72.29056,175,High income,Americas (HIC),<10,green
Canada,Lamont,2015,8.3,53.76036,-112.88017,3872,High income,Americas (HIC),<10,green
Canada,Langdale,2015,6.3,49.438848,-123.479185,2000,High income,Americas (HIC),<10,green
Canada,Langley,2015,7.3,49.09561,-122.567104,25081,High income,Americas (HIC),<10,green
Canada,Laval,2015,8.3,45.54746389,-73.74831667,401553,High income,Americas (HIC),<10,green
Canada,Lemieux,2015,9,46.30379,-72.06074,304,High income,Americas (HIC),<10,green
Canada,Lethbridge,2015,8.2,49.71621,-112.8006,92729,High income,Americas (HIC),<10,green
Canada,London,2015,8.3,42.97446,-81.20086,488615,High income,Americas (HIC),<10,green
Canada,Longueuil,2015,8.95,45.482525,-73.4783655,399097,High income,Americas (HIC),<10,green
Canada,Marystown,2015,5.9,47.09899,-55.19852,5316,High income,Americas (HIC),<10,green
Canada,Medicine Hat,2015,6.6,50.04893,-110.68116,63260,High income,Americas (HIC),<10,green
Canada,Mission,2015,6.5,49.14149,-122.311078,38833,High income,Americas (HIC),<10,green
Canada,Mississauga,2015,8.5,43.54697,-79.65869,5583064,High income,Americas (HIC),<10,green
Canada,Moncton,2015,5.8,46.101578,-64.789661,138644,High income,Americas (HIC),<10,green
Canada,Montreal,2015,8.225,45.55816825,-73.62938113,3980708,High income,Americas (HIC),<10,green
Canada,Mount Pearl,2015,3.9,47.50513,-52.79476,196966,High income,Americas (HIC),<10,green
Canada,Nanaimo,2015,4.2,49.20083,-123.99389,98021,High income,Americas (HIC),<10,green
Canada,Newmarket,2015,7.1,44.04431,-79.48325,79978,High income,Americas (HIC),<10,green
Canada,Norman Wells,2015,5.023570329,65.27926,-126.813057,727,High income,Americas (HIC),<10,green
Canada,North Bay,2015,5.3,46.32323,-79.44928,64043,High income,Americas (HIC),<10,green
Canada,North Vancouver,2015,5.85,49.312733,-123.0519565,2313328,High income,Americas (HIC),<10,green
Canada,Oakville,2015,8.2,43.48617,-79.70228,5583064,High income,Americas (HIC),<10,green
Canada,Oshawa,2015,7.5,43.94594,-78.89492,378185,High income,Americas (HIC),<10,green
Canada,Ottawa,2015,6.9,45.4086,-75.694935,921823,High income,Americas (HIC),<10,green
Canada,Parry Sound,2015,5.7,45.33826,-80.0393,6191,High income,Americas (HIC),<10,green
Canada,Petawawa,2015,4.8,45.996722,-77.441194,15988,High income,Americas (HIC),<10,green
Canada,Peterborough,2015,6.8,44.30192,-78.34622,118975,High income,Americas (HIC),<10,green
Canada,Pictou,2015,7.1,45.68167,-62.69664,45643,High income,Americas (HIC),<10,green
Canada,Pitt Meadows,2015,5.8,49.245233,-122.70889,18573,High income,Americas (HIC),<10,green
Canada,Port Alberni,2015,8.6,49.261014,-124.806628,25465,High income,Americas (HIC),<10,green
Canada,Port Hawkesbury,2015,6,45.6141612,-61.3623563,3366,High income,Americas (HIC),<10,green
Canada,Port Moody,2015,6.3,49.280893,-122.849291,32975,High income,Americas (HIC),<10,green
Canada,Port Stanley,2015,8.1,42.67208,-81.16289,2229,High income,Americas (HIC),<10,green
Canada,Powell River,2015,2.6,49.8880965,-124.560252,16689,High income,Americas (HIC),<10,green
Canada,Prince George,2015,9.488966176,53.91472,-122.74194,84232,High income,Americas (HIC),<10,green
Canada,Quebec,2015,9.133333333,46.796739,-71.278868,805113,High income,Americas (HIC),<10,green
Canada,Quesnel,2015,9.6,52.981686,-122.493227,22096,High income,Americas (HIC),<10,green
Canada,Red Deer,2015,8.75,52.26981,-113.7794795,100418,High income,Americas (HIC),<10,green
Canada,Regina,2015,11,50.4527,-104.616,210556,High income,Americas (HIC),10-<15,yellow
Canada,Richmond,2015,6.05,49.163851,-123.1303185,190473,High income,Americas (HIC),<10,green
Canada,Rouyn-Noranda,2015,6,48.234087,-78.982778,41798,High income,Americas (HIC),<10,green
Canada,Saguenay,2015,8.1,48.416374,-71.052412,157790,High income,Americas (HIC),<10,green
Canada,Saint John,2015,6.3,45.29342,-66.02251467,127761,High income,Americas (HIC),<10,green
Canada,Saint-Faustin-Lac-Carre,2015,5.5,46.035,-74.48083,3467,High income,Americas (HIC),<10,green
Canada,Saint-Jean-Sur-Richelieu,2015,5.7,45.29413,-73.34857,92394,High income,Americas (HIC),<10,green
Canada,Saint-Simon,2015,7.4,45.715614,-72.840249,1231,High income,Americas (HIC),<10,green
Canada,Saint-Zephirin-De-Courval,2015,7.1,46.04223333,-72.65976111,737,High income,Americas (HIC),<10,green
Canada,Sarnia,2015,8.2,42.99026,-82.39534,89555,High income,Americas (HIC),<10,green
Canada,Saskatoon,2015,10.6,52.13613,-106.66293,260600,High income,Americas (HIC),10-<15,yellow
Canada,Sault Ste. Marie,2015,6,46.53319,-84.30992,79800,High income,Americas (HIC),<10,green
Canada,Senneterre,2015,4.9,48.431648,-77.196674,2953,High income,Americas (HIC),<10,green
Canada,Sherbrooke,2015,6.9,45.41231,-71.8746,201890,High income,Americas (HIC),<10,green
Canada,Simcoe,2015,8,42.85683,-80.26972,446063,High income,Americas (HIC),<10,green
Canada,Smithers,2015,8.3,54.783308,-127.177324,5401,High income,Americas (HIC),<10,green
Canada,Southampton,2015,3.3,46.38635,-62.58272,1484,High income,Americas (HIC),<10,green
Canada,Squamish,2015,8,49.700098,-123.154216,19513,High income,Americas (HIC),<10,green
Canada,St Lina,2015,7.1,54.2165,-111.5026,15213.5,High income,Americas (HIC),<10,green
Canada,St-Hilaire-De-Dorset,2015,6.4,45.82486111,-70.856025,50,High income,Americas (HIC),<10,green
Canada,St. Andrews,2015,5.9,45.086912,-67.074036,1889,High income,Americas (HIC),<10,green
Canada,St. Catharines,2015,8.4,43.16006,-79.23475,392184,High income,Americas (HIC),<10,green
Canada,St. John's,2015,7.6,47.56038,-52.71147,196966,High income,Americas (HIC),<10,green
Canada,Steeper,2015,2.9,53.1325,-117.09111,15213.5,High income,Americas (HIC),<10,green
Canada,Stukely-Sud,2015,5.9,45.365683,-72.265099,999,High income,Americas (HIC),<10,green
Canada,Sudbury,2015,6.3,46.49194,-81.00311,160770,High income,Americas (HIC),<10,green
Canada,Surrey,2015,6.3,49.132928,-122.694224,468251,High income,Americas (HIC),<10,green
Canada,Sydney,2015,5.6,46.14222,-60.17252,14135,High income,Americas (HIC),<10,green
Canada,Terrace,2015,5.4,54.52167,-128.6075,15569,High income,Americas (HIC),<10,green
Canada,Thorsby,2015,4.1,53.633,-114.4199,985,High income,Americas (HIC),<10,green
Canada,Thunder Bay,2015,6.5,48.37939,-89.29017,121596,High income,Americas (HIC),<10,green
Canada,Tingwick,2015,6.2,45.905785,-71.948695,1395,High income,Americas (HIC),<10,green
Canada,Tiverton,2015,6.4,44.31447,-81.54972,15213.5,High income,Americas (HIC),<10,green
Canada,Tomahawk,2015,5.2,53.37255,-114.76835,15213.5,High income,Americas (HIC),<10,green
Canada,Toronto,2015,8.82,43.702313,-79.4389964,5992739,High income,Americas (HIC),<10,green
Canada,Vanderhoof,2015,8.8,54.016516,-124.005856,4480,High income,Americas (HIC),<10,green
Canada,Varennes,2015,8.1,45.722896,-73.376808,20994,High income,Americas (HIC),<10,green
Canada,Vernon,2015,9.2,50.260617,-119.270723,40116,High income,Americas (HIC),<10,green
Canada,Victoria,2015,6.2,48.441942,-123.363165,356552,High income,Americas (HIC),<10,green
Canada,Wapasu,2015,8,57.26176,-111.037,15213.5,High income,Americas (HIC),<10,green
Canada,West Vancouver,2015,4.8,49.36861,-123.276741,42694,High income,Americas (HIC),<10,green
Canada,Whistler,2015,8.4,50.144285,-122.960402,11854,High income,Americas (HIC),<10,green
Canada,Whitehorse,2015,5.5,60.71972,-135.05875,26028,High income,Americas (HIC),<10,green
Canada,Williams Lake,2015,6.9,52.14428,-122.150391,18490,High income,Americas (HIC),<10,green
Canada,Windsor,2015,9.45,42.3043335,-83.058403,315475,High income,Americas (HIC),<10,green
Canada,Winnipeg,2015,5.95,49.91503,-97.12985,759365,High income,Americas (HIC),<10,green
Canada,Yellowknife,2015,8.5,62.45207,-114.364,19234,High income,Americas (HIC),<10,green
Chile,Coyhaique,2014,63.92,-45.57993698,-72.072689,54800,High income,Americas (HIC),>50,darkred
Chile,Valparaiso,2014,15.72,-33.04953766,-71.61423492,906967,High income,Americas (HIC),15-<25,orange
Chile,Andacollo,2013,32.38625636,-30.2278,-71.0861,9444,High income,Americas (HIC),25-<35,darkorange
Chile,Andacollo,2014,32.61456244,-30.2278,-71.0861,9444,High income,Americas (HIC),25-<35,darkorange
Chile,Andacollo,2015,26.00334105,-30.2278,-71.0861,9444,High income,Americas (HIC),25-<35,darkorange
Chile,Andacollo,2016,17.82104027,-30.2278,-71.0861,9444,High income,Americas (HIC),15-<25,orange
Chile,Antofagasta,2014,12.1739,-23.6136,-70.3833,450979,High income,Americas (HIC),10-<15,yellow
Chile,Antofagasta,2015,11.6334,-23.6136,-70.3833,450979,High income,Americas (HIC),10-<15,yellow
Chile,Antofagasta,2016,9.15407,-23.6136,-70.3833,450979,High income,Americas (HIC),<10,green
Chile,Arica,2014,15.1743,-18.4834,-70.2906,223600,High income,Americas (HIC),15-<25,orange
Chile,Arica,2015,13.3505,-18.4834,-70.2906,223600,High income,Americas (HIC),10-<15,yellow
Chile,Arica,2016,11.3229,-18.4834,-70.2906,223600,High income,Americas (HIC),10-<15,yellow
Chile,Cerrillos,2010,29.3708,-33.4929,-70.7193,80832,High income,Americas (HIC),25-<35,darkorange
Chile,Cerrillos,2011,31.8094,-33.4929,-70.7193,80832,High income,Americas (HIC),25-<35,darkorange
Chile,Cerrillos,2012,25.0329,-33.4929,-70.7193,80832,High income,Americas (HIC),25-<35,darkorange
Chile,Cerrillos,2013,26.3998,-33.4929,-70.7193,80832,High income,Americas (HIC),25-<35,darkorange
Chile,Cerrillos,2014,31.3855,-33.4929,-70.7193,80832,High income,Americas (HIC),25-<35,darkorange
Chile,Cerrillos,2015,33.7529,-33.4929,-70.7193,80832,High income,Americas (HIC),25-<35,darkorange
Chile,Cerrillos,2016,31.2806,-33.4929,-70.7193,80832,High income,Americas (HIC),25-<35,darkorange
Chile,Cerro Navia,2010,29.4291,-33.4331,-70.7321,132622,High income,Americas (HIC),25-<35,darkorange
Chile,Cerro Navia,2011,30.3168,-33.4331,-70.7321,132622,High income,Americas (HIC),25-<35,darkorange
Chile,Cerro Navia,2012,28.7055,-33.4331,-70.7321,132622,High income,Americas (HIC),25-<35,darkorange
Chile,Cerro Navia,2013,26.87,-33.4331,-70.7321,132622,High income,Americas (HIC),25-<35,darkorange
Chile,Cerro Navia,2014,32.7209,-33.4331,-70.7321,132622,High income,Americas (HIC),25-<35,darkorange
Chile,Cerro Navia,2015,34.1387,-33.4331,-70.7321,132622,High income,Americas (HIC),25-<35,darkorange
Chile,Cerro Navia,2016,33.4068,-33.4331,-70.7321,132622,High income,Americas (HIC),25-<35,darkorange
Chile,Chiguayante,2014,17.9352,-36.9233,-73.0361,85938,High income,Americas (HIC),15-<25,orange
Chile,Chiguayante,2015,13.203,-36.9233,-73.0361,85938,High income,Americas (HIC),10-<15,yellow
Chile,Chiguayante,2016,11.3906,-36.9233,-73.0361,85938,High income,Americas (HIC),10-<15,yellow
Chile,Chillan,2014,26.68445,-36.6055,-72.0912,184739,High income,Americas (HIC),25-<35,darkorange
Chile,Chillan,2015,30.29395,-36.6055,-72.0912,184739,High income,Americas (HIC),25-<35,darkorange
Chile,Chillan,2016,26.0223,-36.6055,-72.0912,184739,High income,Americas (HIC),25-<35,darkorange
Chile,Comuna De Coyhaique,2010,38.9031223,-45.5799,-72.0611,57818,High income,Americas (HIC),35-<50,red
Chile,Comuna De Coyhaique,2011,46.7725628,-45.5799,-72.0611,57818,High income,Americas (HIC),35-<50,red
Chile,Comuna De Coyhaique,2013,37.79421401,-45.5799,-72.0611,57818,High income,Americas (HIC),35-<50,red
Chile,Comuna De Coyhaique,2014,62.43795,-45.57945,-72.05555,57818,High income,Americas (HIC),>50,darkred
Chile,Comuna De Coyhaique,2015,49.56445,-45.57945,-72.05555,57818,High income,Americas (HIC),35-<50,red
Chile,Comuna De Coyhaique,2016,66.64585,-45.57945,-72.05555,57818,High income,Americas (HIC),>50,darkred
Chile,Concepcion,2014,15.51428087,-36.7846,-73.0521,212003,High income,Americas (HIC),15-<25,orange
Chile,Concepcion,2015,20.5389,-36.7846,-73.0521,212003,High income,Americas (HIC),15-<25,orange
Chile,Concepcion,2016,25.8604,-36.7846,-73.0521,212003,High income,Americas (HIC),25-<35,darkorange
Chile,Copiapo,2014,19.0561,-27.37,-70.3233,167800,High income,Americas (HIC),15-<25,orange
Chile,Copiapo,2015,19.2986,-27.37,-70.3233,167800,High income,Americas (HIC),15-<25,orange
Chile,Copiapo,2016,14.1971,-27.37,-70.3233,167800,High income,Americas (HIC),10-<15,yellow
Chile,Coquimbo,2014,14.40885,-29.9455,-71.29595,457108,High income,Americas (HIC),10-<15,yellow
Chile,Coquimbo,2015,13.40715,-29.9455,-71.29595,457108,High income,Americas (HIC),10-<15,yellow
Chile,Coquimbo,2016,14.6492,-29.9455,-71.29595,457108,High income,Americas (HIC),10-<15,yellow
Chile,Coronel,2014,15.51471973,-37.0212,-73.1496,116262,High income,Americas (HIC),15-<25,orange
Chile,Coronel,2015,13.1284,-37.0212,-73.1496,116262,High income,Americas (HIC),10-<15,yellow
Chile,Coronel,2016,18.2026,-37.0212,-73.1496,116262,High income,Americas (HIC),15-<25,orange
Chile,Curanilahue,2015,27.433448,-37.4851,-73.3316,32288,High income,Americas (HIC),25-<35,darkorange
Chile,Curico,2013,33.3485,-34.9749,-71.234,112700,High income,Americas (HIC),25-<35,darkorange
Chile,Curico,2014,27.3816,-34.9749,-71.234,112700,High income,Americas (HIC),25-<35,darkorange
Chile,Curico,2015,25.0541,-34.9749,-71.234,112700,High income,Americas (HIC),25-<35,darkorange
Chile,Curico,2016,28.4029,-34.9749,-71.234,112700,High income,Americas (HIC),25-<35,darkorange
Chile,El Bosque,2010,27.7716,-33.547,-70.6662,162505,High income,Americas (HIC),25-<35,darkorange
Chile,El Bosque,2011,28.982,-33.547,-70.6662,162505,High income,Americas (HIC),25-<35,darkorange
Chile,El Bosque,2012,27.7027,-33.547,-70.6662,162505,High income,Americas (HIC),25-<35,darkorange
Chile,El Bosque,2013,29.1529,-33.547,-70.6662,162505,High income,Americas (HIC),25-<35,darkorange
Chile,El Bosque,2014,32.7754,-33.547,-70.6662,162505,High income,Americas (HIC),25-<35,darkorange
Chile,El Bosque,2015,34.6024,-33.547,-70.6662,162505,High income,Americas (HIC),25-<35,darkorange
Chile,El Bosque,2016,34.9837,-33.547,-70.6662,162505,High income,Americas (HIC),25-<35,darkorange
Chile,Huasco,2015,11.0118,-28.47,-71.2197,6445,High income,Americas (HIC),10-<15,yellow
Chile,Huasco,2016,9.18212,-28.47,-71.2197,6445,High income,Americas (HIC),<10,green
Chile,Independencia,2010,25.2132,-33.4223,-70.6511,100281,High income,Americas (HIC),25-<35,darkorange
Chile,Independencia,2011,24.9465,-33.4223,-70.6511,100281,High income,Americas (HIC),15-<25,orange
Chile,Independencia,2012,23.3169,-33.4223,-70.6511,100281,High income,Americas (HIC),15-<25,orange
Chile,Independencia,2013,24.5368,-33.4223,-70.6511,100281,High income,Americas (HIC),15-<25,orange
Chile,Independencia,2014,29.0841,-33.4223,-70.6511,100281,High income,Americas (HIC),25-<35,darkorange
Chile,Independencia,2015,31.0029,-33.4223,-70.6511,100281,High income,Americas (HIC),25-<35,darkorange
Chile,Independencia,2016,29.1038,-33.4223,-70.6511,100281,High income,Americas (HIC),25-<35,darkorange
Chile,La Florida,2010,26.1945,-33.5167,-70.5882,366916,High income,Americas (HIC),25-<35,darkorange
Chile,La Florida,2011,26.5002,-33.5167,-70.5882,366916,High income,Americas (HIC),25-<35,darkorange
Chile,La Florida,2012,25.4081,-33.5167,-70.5882,366916,High income,Americas (HIC),25-<35,darkorange
Chile,La Florida,2013,25.5166,-33.5167,-70.5882,366916,High income,Americas (HIC),25-<35,darkorange
Chile,La Florida,2014,29.3158,-33.5167,-70.5882,366916,High income,Americas (HIC),25-<35,darkorange
Chile,La Florida,2015,30.7086,-33.5167,-70.5882,366916,High income,Americas (HIC),25-<35,darkorange
Chile,La Florida,2016,29.3968,-33.5167,-70.5882,366916,High income,Americas (HIC),25-<35,darkorange
Chile,Las Condes,2010,20.5545,-33.3768,-70.5233,294838,High income,Americas (HIC),15-<25,orange
Chile,Las Condes,2011,20.5149,-33.3768,-70.5233,294838,High income,Americas (HIC),15-<25,orange
Chile,Las Condes,2012,19.721,-33.3768,-70.5233,294838,High income,Americas (HIC),15-<25,orange
Chile,Las Condes,2013,21.5944,-33.3768,-70.5233,294838,High income,Americas (HIC),15-<25,orange
Chile,Las Condes,2014,23.3206,-33.3768,-70.5233,294838,High income,Americas (HIC),15-<25,orange
Chile,Las Condes,2015,25.1885,-33.3768,-70.5233,294838,High income,Americas (HIC),25-<35,darkorange
Chile,Las Condes,2016,26.2681,-33.3768,-70.5233,294838,High income,Americas (HIC),25-<35,darkorange
Chile,Linares,2015,44.9481,-35.837,-71.5929,71200,High income,Americas (HIC),35-<50,red
Chile,Linares,2016,31.8745,-35.837,-71.5929,71200,High income,Americas (HIC),25-<35,darkorange
Chile,Los Angeles,2013,24.24485,-37.46715,-72.34305,202331,High income,Americas (HIC),15-<25,orange
Chile,Los Angeles,2014,27.0959,-37.46715,-72.34305,202331,High income,Americas (HIC),25-<35,darkorange
Chile,Los Angeles,2015,30.26225,-37.46715,-72.34305,202331,High income,Americas (HIC),25-<35,darkorange
Chile,Los Angeles,2016,32.5325,-37.46715,-72.34305,202331,High income,Americas (HIC),25-<35,darkorange
Chile,Maule,2013,28.8897,-35.4358,-71.6195,3967,High income,Americas (HIC),25-<35,darkorange
Chile,Maule,2014,21.5174,-35.4358,-71.6195,3967,High income,Americas (HIC),15-<25,orange
Chile,Maule,2015,23.1717,-35.4358,-71.6195,3967,High income,Americas (HIC),15-<25,orange
Chile,Maule,2016,19.8176,-35.4358,-71.6195,3967,High income,Americas (HIC),15-<25,orange
Chile,Osorno,2013,47.4815,-40.5845,-73.1187,143500,High income,Americas (HIC),35-<50,red
Chile,Osorno,2014,34.5996,-40.5845,-73.1187,143500,High income,Americas (HIC),25-<35,darkorange
Chile,Osorno,2015,35.1353,-40.5845,-73.1187,143500,High income,Americas (HIC),35-<50,red
Chile,Osorno,2016,43.7791,-40.5845,-73.1187,143500,High income,Americas (HIC),35-<50,red
Chile,Padre Las Casas,2013,45.3746,-38.7647,-72.5988,33697,High income,Americas (HIC),35-<50,red
Chile,Padre Las Casas,2014,34.9361,-38.7647,-72.5988,33697,High income,Americas (HIC),25-<35,darkorange
Chile,Padre Las Casas,2015,43.3241,-38.7647,-72.5988,33697,High income,Americas (HIC),35-<50,red
Chile,Padre Las Casas,2016,49.3362,-38.7647,-72.5988,33697,High income,Americas (HIC),35-<50,red
Chile,Pudahuel,2010,27.7896,-33.4378,-70.7501,230293,High income,Americas (HIC),25-<35,darkorange
Chile,Pudahuel,2011,27.5924,-33.4378,-70.7501,230293,High income,Americas (HIC),25-<35,darkorange
Chile,Pudahuel,2012,26.389,-33.4378,-70.7501,230293,High income,Americas (HIC),25-<35,darkorange
Chile,Pudahuel,2013,24.4609,-33.4378,-70.7501,230293,High income,Americas (HIC),15-<25,orange
Chile,Pudahuel,2014,29.5471,-33.4378,-70.7501,230293,High income,Americas (HIC),25-<35,darkorange
Chile,Pudahuel,2015,34.0506,-33.4378,-70.7501,230293,High income,Americas (HIC),25-<35,darkorange
Chile,Pudahuel,2016,32.1718,-33.4378,-70.7501,230293,High income,Americas (HIC),25-<35,darkorange
Chile,Puente Alto,2010,24.0798,-33.5914,-70.5944,568106,High income,Americas (HIC),15-<25,orange
Chile,Puente Alto,2011,23.0019,-33.5914,-70.5944,568106,High income,Americas (HIC),15-<25,orange
Chile,Puente Alto,2012,27.8701,-33.5914,-70.5944,568106,High income,Americas (HIC),25-<35,darkorange
Chile,Puente Alto,2013,35.1279,-33.5914,-70.5944,568106,High income,Americas (HIC),35-<50,red
Chile,Puente Alto,2014,26.6921,-33.5914,-70.5944,568106,High income,Americas (HIC),25-<35,darkorange
Chile,Puente Alto,2015,28.5156,-33.5914,-70.5944,568106,High income,Americas (HIC),25-<35,darkorange
Chile,Puente Alto,2016,26.1007,-33.5914,-70.5944,568106,High income,Americas (HIC),25-<35,darkorange
Chile,Puerto Montt,2016,26.9178,-41.4795,-72.9688,245902,High income,Americas (HIC),25-<35,darkorange
Chile,Punta Arenas,2014,5.45453,-53.1583,-70.9215,125900,High income,Americas (HIC),<10,green
Chile,Punta Arenas,2015,5.01891,-53.1583,-70.9215,125900,High income,Americas (HIC),<10,green
